ENSG00000076555	O00763
ENSG00000077157	O60237
ENSG00000077713	Q8WUT9
ENSG00000078070	Q96RQ3
ENSG00000078668	Q9Y277
ENSG00000080815	P49768
ENSG00000080819	P36551
ENSG00000081177	Q9NVH0
ENSG00000081181	P78540
ENSG00000081791	Q14154
ENSG00000082212	P23368
ENSG00000082515	Q9NWU5
ENSG00000083099	Q9NU23
ENSG00000083123	P21953
ENSG00000083720	P55809
ENSG00000084090	Q9NQZ5
ENSG00000084092	Q8NC60
ENSG00000084207	P09211
ENSG00000084754	P40939
ENSG00000085491	Q6NUK1
ENSG00000085662	P15121
ENSG00000085760	P46199
ENSG00000086061	P31689
ENSG00000086504	Q13084
ENSG00000086991	Q9NPH5
ENSG00000087074	O75807
ENSG00000087086	P02792
ENSG00000087088	Q07812
ENSG00000087157	Q32NB8
ENSG00000087299	Q9H9P8
ENSG00000087470	O00429
ENSG00000088682	O75208
ENSG00000088766	Q9UJA2
ENSG00000088854	Q5TEA3
ENSG00000088888	Q7Z434
ENSG00000089009	Q02878
ENSG00000089060	Q6J4K2
ENSG00000089127	P00973
ENSG00000089157	P05388
ENSG00000089163	Q9Y6E7
ENSG00000089876	Q7L7V1
ENSG00000090263	Q9Y291
ENSG00000090266	O95178
ENSG00000090432	Q969V5
ENSG00000090857	Q8NCN5
ENSG00000091140	P09622
ENSG00000091483	P07954
ENSG00000091947	Q96IK0
ENSG00000093010	P21964
ENSG00000093144	Q9NTX5
ENSG00000095321	P43155
ENSG00000096080	Q9NVS2
ENSG00000096384	P08238
ENSG00000097021	O00154
ENSG00000097033	Q9Y371
ENSG00000099624	P30049
ENSG00000099795	P17568
ENSG00000099800	Q9Y5L4
ENSG00000099821	O00411
ENSG00000099904	Q9ULC8
ENSG00000099940	O95721
ENSG00000099968	Q9BXK5
ENSG00000099977	P30046
ENSG00000100030	P28482
ENSG00000100033	O43272
ENSG00000100075	P53007
ENSG00000100116	O75600
ENSG00000100209	Q8IWL3
ENSG00000100216	Q9NS69
ENSG00000100225	Q9Y3I1
ENSG00000100243	P00387
ENSG00000100294	Q8IVS2
ENSG00000100300	B1AH88
ENSG00000100300	P30536
ENSG00000100316	P39023
ENSG00000100335	L0R8F8
ENSG00000100335	Q9NQG6
ENSG00000100345	P35579
ENSG00000100347	Q9Y512
ENSG00000100348	Q99757
ENSG00000100364	Q6ICG6
ENSG00000100412	Q99798
ENSG00000100416	O75648
ENSG00000100422	Q8TCT0
ENSG00000100445	Q9NRG7
ENSG00000100575	Q9Y5J7
ENSG00000100577	O43708
ENSG00000100596	O15270
ENSG00000100601	Q13686
ENSG00000100612	Q9Y394
ENSG00000100678	P57103
ENSG00000100714	P11586
ENSG00000100823	P27695
ENSG00000100867	Q13268
ENSG00000100889	Q16822
ENSG00000100890	O15091
ENSG00000100991	Q8TEL6
ENSG00000101019	Q9NVA1
ENSG00000101152	Q9H3Z4
ENSG00000101166	Q9Y3B1
ENSG00000101181	Q9H4K7
ENSG00000101247	Q5TEU4
ENSG00000101298	O15079
ENSG00000101337	Q92544
ENSG00000101349	Q9P286
ENSG00000101365	O43837
ENSG00000101391	Q96SZ6
ENSG00000101473	O14734
ENSG00000101546	Q8N0V3
ENSG00000101986	P33897
ENSG00000102024	P13797
ENSG00000102048	Q96DX5
ENSG00000102078	O95258
ENSG00000102125	Q16635
ENSG00000102128	P0C0E4
ENSG00000102144	P00558
ENSG00000102309	Q9Y237
ENSG00000102401	Q9UH62
ENSG00000102738	Q92665
ENSG00000102743	Q9Y619
ENSG00000102763	A3KMH1
ENSG00000102794	A6NK06
ENSG00000102882	P27361
ENSG00000102897	O43325
ENSG00000102931	Q9Y2Y0
ENSG00000102967	Q02127
ENSG00000103018	O43169
ENSG00000103024	Q13232
ENSG00000103121	Q9NRP2
ENSG00000103150	O95822
ENSG00000103152	P29372
ENSG00000103160	Q3SXM5
ENSG00000103202	O00746
ENSG00000103254	Q9BQD7
ENSG00000103356	Q5JPH6
ENSG00000103423	Q96EY1
ENSG00000103490	Q9ULZ3
ENSG00000103502	O14735
ENSG00000103507	O14874
ENSG00000103642	P83111
ENSG00000103707	Q96DP5
ENSG00000104059	O60320
ENSG00000104325	Q16698
ENSG00000104381	Q8TB36
ENSG00000104412	Q15006
ENSG00000104442	Q9NVT9
ENSG00000104687	P00390
ENSG00000104723	Q13454
ENSG00000104763	Q13510
ENSG00000104765	O60238
ENSG00000104823	Q13011
ENSG00000104835	Q9NP81
ENSG00000104936	Q09013
ENSG00000104980	O43615
ENSG00000105135	A1L0T0
ENSG00000105197	Q3ZCQ8
ENSG00000105327	Q96PG8
ENSG00000105327	Q9BXH1
ENSG00000105341	Q9NW81
ENSG00000105364	Q9BYD3
ENSG00000105379	P38117
ENSG00000105552	O15382
ENSG00000105607	Q92947
ENSG00000105640	Q02543
ENSG00000105701	Q14318
ENSG00000105755	O95571
ENSG00000105784	Q96NL0
ENSG00000105793	A4D1E9
ENSG00000105819	O75439
ENSG00000105953	Q02218
ENSG00000106028	Q04837
ENSG00000106049	P31937
ENSG00000106077	Q8NFV4
ENSG00000106105	P41250
ENSG00000106153	Q9Y6H1
ENSG00000106246	O75127
ENSG00000106346	Q9H9J4
ENSG00000106436	Q9BUA6
ENSG00000106554	Q9NX63
ENSG00000106591	Q9BYC8
ENSG00000106603	Q9GZY4
ENSG00000107020	Q9HBL7
ENSG00000107099	Q8NF50
ENSG00000107745	Q9BPX6
ENSG00000107815	Q96RR1
ENSG00000107819	Q9BWM7
ENSG00000107951	Q9NVV4
ENSG00000107959	Q5JRX3
ENSG00000108064	Q00059
ENSG00000108179	P30405
ENSG00000108384	O43502
ENSG00000108387	O43236
ENSG00000108439	Q9NVS9
ENSG00000108443	P23443
ENSG00000108528	Q02978
ENSG00000108561	Q07021
ENSG00000108599	O43572
ENSG00000108788	Q9UH92
ENSG00000108826	Q9P0M9
ENSG00000108828	Q99536
ENSG00000108829	Q96AG4
ENSG00000108953	P62258
ENSG00000109016	Q6IAN0
ENSG00000109180	Q9NX40
ENSG00000109390	O43677
ENSG00000109424	P25874
ENSG00000109475	P49207
ENSG00000109511	Q9UJ72
ENSG00000109519	Q9HAV7
ENSG00000109576	Q8N5Z0
ENSG00000109846	P02511
ENSG00000109919	Q9Y6C9
ENSG00000109971	P11142
ENSG00000110011	Q9NNZ3
ENSG00000110074	Q96CU9
ENSG00000110090	P50416
ENSG00000110435	O00330
ENSG00000110497	Q9C0C7
ENSG00000110536	Q8WUK0
ENSG00000110717	O00217
ENSG00000110719	Q13488
ENSG00000110871	Q5HYK3
ENSG00000110888	Q6IMN6
ENSG00000110911	P49281
ENSG00000110917	Q14165
ENSG00000110955	P06576
ENSG00000111012	O15528
ENSG00000111058	Q9H6R3
ENSG00000111271	Q6JQN1
ENSG00000111275	P05091
ENSG00000111639	Q4U2R6
ENSG00000111640	P04406
ENSG00000111647	A0JNW5
ENSG00000111669	P60174
ENSG00000111696	Q86UY8
ENSG00000111737	Q15286
ENSG00000111775	P12074
ENSG00000111790	Q9NVK5
ENSG00000111843	Q9P0S9
ENSG00000111906	Q7Z4H3
ENSG00000112031	Q9UGC7
ENSG00000112096	P04179
ENSG00000112110	Q9H0U6
ENSG00000112208	O95816
ENSG00000112234	Q9UKA2
ENSG00000112290	Q92558
ENSG00000112294	P51649
ENSG00000112304	Q9NPJ3
ENSG00000112651	Q5T653
ENSG00000112695	P14406
ENSG00000112782	Q9NZA1
ENSG00000112855	P49590
ENSG00000112992	Q13423
ENSG00000112996	Q9NP92
ENSG00000113013	P38646
ENSG00000113048	Q92552
ENSG00000113272	Q9NWX6
ENSG00000113384	Q9H4A6
ENSG00000113492	Q9BYV1
ENSG00000113580	P04150
ENSG00000113734	Q12981
ENSG00000113845	Q9NPL8
ENSG00000114021	Q9NQR4
ENSG00000114023	Q96A26
ENSG00000114026	O15527
ENSG00000114054	P05166
ENSG00000114120	Q96CQ1
ENSG00000114383	O75896
ENSG00000114573	P38606
ENSG00000114686	P09001
ENSG00000114735	Q9Y5R4
ENSG00000114956	Q16854
ENSG00000114993	Q9BST9
ENSG00000115042	Q96GK7
ENSG00000115159	P43304
ENSG00000115204	P39210
ENSG00000115275	Q13724
ENSG00000115286	O75251
ENSG00000115317	O43464
ENSG00000115361	P28330
ENSG00000115364	P49406
ENSG00000115419	O94925
ENSG00000115464	Q70CQ2
ENSG00000115468	Q9BUP0
ENSG00000115520	Q9H8M1
ENSG00000115541	P61604
ENSG00000115657	Q9NP58
ENSG00000115840	O75746
ENSG00000115944	O14548
ENSG00000116096	P35270
ENSG00000116171	P22307
ENSG00000116221	Q9BZE1
ENSG00000116288	Q99497
ENSG00000116337	Q01433
ENSG00000116353	Q9BV79
ENSG00000116459	P24539
ENSG00000116685	Q8IYS2
ENSG00000116688	O95140
ENSG00000116771	Q9BSE5
ENSG00000116791	Q08257
ENSG00000116863	Q9NX46
ENSG00000116874	Q9UGM6
ENSG00000116898	P82914
ENSG00000117009	O15229
ENSG00000117016	Q9UJD0
ENSG00000117054	P11310
ENSG00000117114	O95490
ENSG00000117118	P21912
ENSG00000117305	P35914
ENSG00000117450	Q06830
ENSG00000117480	O00519
ENSG00000117481	Q96CB9
ENSG00000117528	P28288
ENSG00000117592	P30041
ENSG00000117593	Q6PI48
ENSG00000117616	Q9BUV0
ENSG00000117640	Q9H019
ENSG00000117791	Q969Z3
ENSG00000117862	O95881
ENSG00000117906	Q14257
ENSG00000118246	Q9NYY8
ENSG00000118260	P16220
ENSG00000118363	Q15005
ENSG00000118492	Q8N7X0
ENSG00000118508	Q13637
ENSG00000118520	P05089
ENSG00000118705	P04844
ENSG00000118777	Q9UNQ0
ENSG00000119013	O43676
ENSG00000119421	P51970
ENSG00000119431	Q9BSH5
ENSG00000119471	Q6YN16
ENSG00000119673	P49753
ENSG00000119689	P36957
ENSG00000119705	Q9GZT3
ENSG00000119711	Q02252
ENSG00000119723	Q9Y2Z9
ENSG00000119771	Q96CT2
ENSG00000119772	Q9Y6K1
ENSG00000119912	P14735
ENSG00000119917	O14879
ENSG00000119927	Q9HCL2
ENSG00000119943	Q8N2H3
ENSG00000120254	Q6UB35
ENSG00000120265	P22061
ENSG00000120329	Q9BXI2
ENSG00000120333	O60783
ENSG00000120471	Q9HCN2
ENSG00000120662	O75570
ENSG00000120675	Q9Y5T4
ENSG00000120832	Q49AM1
ENSG00000120942	Q9Y5Z9
ENSG00000120992	O75608
ENSG00000121057	Q92667
ENSG00000121289	Q96ST8
ENSG00000121310	Q86YB7
ENSG00000121897	O43766
ENSG00000122033	Q9H2K0
ENSG00000122085	Q7Z6M4
ENSG00000122140	Q9Y399
ENSG00000122203	Q96A73
ENSG00000122335	Q96JX3
ENSG00000122378	Q9BRX8
ENSG00000122406	P46777
ENSG00000122687	Q9UI43
ENSG00000122696	Q9H1U9
ENSG00000122873	Q9NZ45
ENSG00000122884	P13674
ENSG00000122912	P16260
ENSG00000122971	P16219
ENSG00000123130	Q9Y305
ENSG00000123131	Q13162
ENSG00000123191	P35670
ENSG00000123213	Q9BYT8
ENSG00000123297	P43897
ENSG00000123453	Q9UL12
ENSG00000123472	Q5TC12
ENSG00000123545	Q9P032
ENSG00000123600	Q9H825
ENSG00000123689	P27469
ENSG00000123815	Q96D53
ENSG00000123983	O95573
ENSG00000124098	Q96KR6
ENSG00000124172	P56381
ENSG00000124279	Q14CZ7
ENSG00000124370	Q96PE7
ENSG00000124523	Q9NXA8
ENSG00000124532	Q9HD23
ENSG00000124608	Q5JTZ9
ENSG00000124615	Q9NZB8
ENSG00000124786	Q9H1N7
ENSG00000125166	P00505
ENSG00000125170	Q8TEW6
ENSG00000125246	Q8N0X4
ENSG00000125356	O15239
ENSG00000125375	Q99766
ENSG00000125434	Q3KQZ1
ENSG00000125445	Q9Y2R9
ENSG00000125454	Q9HC21
ENSG00000125459	Q9BUK6
ENSG00000125611	Q9BSY4
ENSG00000125648	Q9BV35
ENSG00000125652	Q9BT30
ENSG00000125656	Q16740
ENSG00000125741	Q9H6K4
ENSG00000125779	Q9BZ23
ENSG00000125871	Q9BQP7
ENSG00000125901	Q9BYN8
ENSG00000125995	P60602
ENSG00000126215	O43542
ENSG00000126267	P14854
ENSG00000126432	P30044
ENSG00000126602	Q12931
ENSG00000126709	P09912
ENSG00000126767	P19419
ENSG00000126768	O60830
ENSG00000126814	Q32P41
ENSG00000126858	Q8IXI2
ENSG00000126947	Q9P291
ENSG00000126953	O60220
ENSG00000127022	P27824
ENSG00000127184	P15954
ENSG00000127452	Q9NXK8
ENSG00000127526	Q96K37
ENSG00000127540	O14957
ENSG00000127554	P55789
ENSG00000127838	Q8N490
ENSG00000127884	P30084
ENSG00000127948	P16435
ENSG00000127989	Q99551
ENSG00000128050	P22234
ENSG00000128309	P25325
ENSG00000128311	Q16762
ENSG00000128609	Q16718
ENSG00000128626	O15235
ENSG00000128654	O75431
ENSG00000128694	Q9H4B0
ENSG00000128928	P26440
ENSG00000128951	P33316
ENSG00000129151	O75936
ENSG00000129422	Q9ULD2
ENSG00000129465	Q9Y572
ENSG00000130159	Q9BQ95
ENSG00000130204	O96008
ENSG00000130299	Q969Y2
ENSG00000130312	Q9BQ48
ENSG00000130347	Q8WWV3
ENSG00000130348	Q9H0R6
ENSG00000130349	Q9P0P8
ENSG00000130363	Q86UC2
ENSG00000130414	O95299
ENSG00000130489	O43819
ENSG00000130589	Q9BYK8
ENSG00000130707	P00966
ENSG00000130734	Q86TL0
ENSG00000130748	Q9NX00
ENSG00000130770	Q9UII2
ENSG00000130816	P26358
ENSG00000130921	Q9H3J6
ENSG00000130985	P22314
ENSG00000131055	Q96KJ9
ENSG00000131143	P13073
ENSG00000131148	O43402
ENSG00000131149	Q14687
ENSG00000131174	P24311
ENSG00000131269	O75027
ENSG00000131368	P82663
ENSG00000131370	O60239
ENSG00000131379	Q8ND61
ENSG00000131473	P53396
ENSG00000131495	O43678
ENSG00000131730	P17540
ENSG00000131828	P08559
ENSG00000131844	Q9HCC0
ENSG00000131943	Q9NSK7
ENSG00000132153	Q7L2E3
ENSG00000132155	P04049
ENSG00000132199	Q7L5Y1
ENSG00000132286	Q9Y5J6
ENSG00000132300	Q96EY7
ENSG00000132305	Q16891
ENSG00000132313	Q9NZE8
ENSG00000132361	O75153
ENSG00000132423	Q9NZJ6
ENSG00000132463	Q12849
ENSG00000132530	Q6GPH4
ENSG00000132541	P52758
ENSG00000132570	Q9H0N5
ENSG00000132591	O75616
ENSG00000132676	P51398
ENSG00000132763	Q9Y4U1
ENSG00000132781	Q9UIF7
ENSG00000132837	Q9UI17
ENSG00000133026	P35580
ENSG00000133028	O75880
ENSG00000133104	Q8N0X7
ENSG00000133121	Q9Y3M8
ENSG00000133315	Q9BQ69
ENSG00000133597	Q7Z695
ENSG00000133687	Q8IUR5
ENSG00000133703	P01116
ENSG00000133878	Q9BV47
ENSG00000133943	Q7Z3D6
ENSG00000133983	Q9P0S2
ENSG00000134056	P82909
ENSG00000134240	P54868
ENSG00000134265	Q99747
ENSG00000134285	Q9NYL4
ENSG00000134308	P27348
ENSG00000134321	Q8WXG1
ENSG00000134326	Q5EBM0
ENSG00000134375	Q99595
ENSG00000134419	P62244
ENSG00000134463	Q96DC8
ENSG00000134809	P62072
ENSG00000134884	Q9NWB6
ENSG00000134905	Q9HA77
ENSG00000135002	Q969G6
ENSG00000135046	P04083
ENSG00000135070	Q9BUE6
ENSG00000135093	Q70CQ3
ENSG00000135116	O00198
ENSG00000135241	Q9NP80
ENSG00000135297	Q9Y2Z2
ENSG00000135362	Q6MZQ0
ENSG00000135390	Q06055
ENSG00000135423	Q9UI32
ENSG00000135441	P78537
ENSG00000135469	Q96MF6
ENSG00000135537	Q8WV93
ENSG00000135631	Q9BXF6
ENSG00000135776	Q9NRK6
ENSG00000135821	P15104
ENSG00000135828	Q05823
ENSG00000135862	P11047
ENSG00000135900	Q9H9J2
ENSG00000135929	Q02318
ENSG00000135940	P10606
ENSG00000135972	P82933
ENSG00000136003	Q9H1K1
ENSG00000136010	Q3SY69
ENSG00000136143	Q9P2R7
ENSG00000136270	Q969Z0
ENSG00000136371	P49914
ENSG00000136444	Q9HA92
ENSG00000136463	Q9BSH4
ENSG00000136521	O43674
ENSG00000136522	Q9HD33
ENSG00000136628	P07814
ENSG00000136682	Q8IUF1
ENSG00000136758	Q96TA2
ENSG00000136783	Q9UFN0
ENSG00000136874	P56962
ENSG00000136877	Q05932
ENSG00000136897	Q8N5N7
ENSG00000137038	Q96GE9
ENSG00000137074	Q7Z2E3
ENSG00000137106	Q9UBQ7
ENSG00000137124	P30837
ENSG00000137133	Q9BX68
ENSG00000137274	Q86WA6
ENSG00000137288	Q9BRT2
ENSG00000137393	Q7Z419
ENSG00000137409	Q9NZJ7
ENSG00000137411	Q5ST30
ENSG00000137463	Q8TDB4
ENSG00000137500	Q9GZT6
ENSG00000137513	Q96I59
ENSG00000137547	Q9P015
ENSG00000137714	P10109
ENSG00000137767	Q9Y6N5
ENSG00000137806	Q9Y375
ENSG00000137824	Q96TC7
ENSG00000137944	Q6YP21
ENSG00000137968	Q8NCS7
ENSG00000137992	P11182
ENSG00000138029	P55084
ENSG00000138035	Q8TCS8
ENSG00000138078	Q4J6C6
ENSG00000138095	P42704
ENSG00000138101	O60941
ENSG00000138138	Q8NBU5
ENSG00000138152	Q32M84
ENSG00000138346	P51530
ENSG00000138363	P31939
ENSG00000138399	Q53R41
ENSG00000138411	Q9P2P5
ENSG00000138413	O75874
ENSG00000138495	Q14061
ENSG00000138777	Q9H2U2
ENSG00000138796	Q16836
ENSG00000138801	O43252
ENSG00000138942	Q96GF1
ENSG00000139131	Q9Y2Z4
ENSG00000139160	Q8IXQ9
ENSG00000139180	Q16795
ENSG00000139190	P23763
ENSG00000139324	Q6ZXV5
ENSG00000139428	Q96EY8
ENSG00000139437	Q9BT92
ENSG00000139438	Q5U5X8
ENSG00000139531	P51687
ENSG00000139637	Q9HB07
ENSG00000139644	P55061
ENSG00000139990	Q96JK2
ENSG00000140009	Q92731
ENSG00000140090	Q8NFF2
ENSG00000140107	Q6Q0C1
ENSG00000140280	Q8IV50
ENSG00000140284	O14975
ENSG00000140374	P13804
ENSG00000140451	Q9H611
ENSG00000140459	P05108
ENSG00000140465	P04798
ENSG00000140521	P54098
ENSG00000140740	P22695
ENSG00000140798	Q96J65
ENSG00000140905	P23434
ENSG00000140939	O60936
ENSG00000140983	Q8IXI1
ENSG00000140990	O96000
ENSG00000141338	O94911
ENSG00000141367	Q00610
ENSG00000141378	Q9Y3E5
ENSG00000141385	Q9Y4W6
ENSG00000141391	Q96N28
ENSG00000141437	Q3SY17
ENSG00000141504	Q96F10
ENSG00000141682	Q13794
ENSG00000141756	Q96AY3
ENSG00000142082	Q9NTG7
ENSG00000142168	P00441
ENSG00000142208	P31749
ENSG00000142330	Q9HC96
ENSG00000142444	Q9BSF4
ENSG00000142459	Q96CN4
ENSG00000142544	Q7Z7A3
ENSG00000142937	P62241
ENSG00000143149	P49189
ENSG00000143158	O95563
ENSG00000143198	O14880
ENSG00000143199	Q96PN6
ENSG00000143224	P50336
ENSG00000143252	Q99643
ENSG00000143314	Q96A35
ENSG00000143374	Q9BW92
ENSG00000143384	Q07820
ENSG00000143436	Q9BYD2
ENSG00000143554	Q5K4L6
ENSG00000143575	O00165
ENSG00000143653	Q8NBX0
ENSG00000143774	Q16774
ENSG00000143799	P09874
ENSG00000143811	Q96C36
ENSG00000144029	P82675
ENSG00000144040	Q8TD22
ENSG00000144120	Q53S58
ENSG00000144182	Q9Y234
ENSG00000144199	Q6P2I3
ENSG00000144369	Q6P995
ENSG00000144381	P10809
ENSG00000144559	Q96BW9
ENSG00000144659	Q96DW6
ENSG00000144741	Q70HW3
ENSG00000144827	Q9NUJ1
ENSG00000144908	O75891
ENSG00000145020	P48728
ENSG00000145247	Q56VL3
ENSG00000145335	P37840
ENSG00000145337	Q96I23
ENSG00000145354	Q8N5K1
ENSG00000145375	Q8NB90
ENSG00000145439	Q8N4T8
ENSG00000145494	O75380
ENSG00000145832	Q6ZT89
ENSG00000145982	O95363
ENSG00000146066	Q9BW72
ENSG00000146085	P22033
ENSG00000146282	Q5T160
ENSG00000146350	Q96NH3
ENSG00000146410	Q6P444
ENSG00000146701	P40926
ENSG00000146729	O75323
ENSG00000147123	Q9NX14
ENSG00000147162	O15294
ENSG00000147403	P27635
ENSG00000147454	Q9NYZ2
ENSG00000147465	P49675
ENSG00000147471	O94903
ENSG00000147576	Q8IWW8
ENSG00000147586	Q9Y2Q9
ENSG00000147592	Q53H82
ENSG00000147679	Q9BRU9
ENSG00000147684	Q9Y6M9
ENSG00000147853	Q9UIJ7
ENSG00000148090	Q13825
ENSG00000148187	Q96E11
ENSG00000148225	Q8NA23
ENSG00000148290	Q15526
ENSG00000148334	Q9H7Z7
ENSG00000148339	Q6KCM7
ENSG00000148343	Q7L4E1
ENSG00000148450	Q9Y3D2
ENSG00000148459	Q5T2R2
ENSG00000148672	P00367
ENSG00000148730	Q13542
ENSG00000148824	Q9BT17
ENSG00000148950	Q96LU5
ENSG00000149124	Q6IB77
ENSG00000149273	P23396
ENSG00000149428	Q9Y4L1
ENSG00000149485	O60427
ENSG00000149792	Q13405
ENSG00000150756	Q6P4H8
ENSG00000150768	P10515
ENSG00000150779	Q9Y5J9
ENSG00000150787	Q03393
ENSG00000151093	Q9NWU1
ENSG00000151148	Q7Z3V4
ENSG00000151366	O95298
ENSG00000151376	Q16798
ENSG00000151413	Q8TB37
ENSG00000151475	Q9H0C2
ENSG00000151498	Q9UKU7
ENSG00000151552	P09417
ENSG00000151576	Q9H974
ENSG00000151611	Q8IVH4
ENSG00000151640	O14531
ENSG00000151704	P48048
ENSG00000151726	P33121
ENSG00000151729	P12235
ENSG00000151806	Q8N442
ENSG00000152234	P25705
ENSG00000152256	Q15118
ENSG00000152620	Q4G0N4
ENSG00000152661	P17302
ENSG00000152763	Q5VTH9
ENSG00000152904	O95749
ENSG00000153291	O95847
ENSG00000153574	P49247
ENSG00000153820	Q2M3C7
ENSG00000153982	Q8N9F7
ENSG00000154079	Q5VUM1
ENSG00000154174	O94826
ENSG00000154229	P17252
ENSG00000154237	Q38SD2
ENSG00000154258	Q8IUA7
ENSG00000154518	P48201
ENSG00000154719	Q9NYK5
ENSG00000154723	P18859
ENSG00000154814	Q96HP4
ENSG00000154930	Q9NUB1
ENSG00000155008	Q6UXV4
ENSG00000155189	Q9NUQ2
ENSG00000155287	Q96A46
ENSG00000155368	P07108
ENSG00000155463	Q15070
ENSG00000155542	Q8NE22
ENSG00000155792	Q8TB45
ENSG00000155890	Q8IWZ5
ENSG00000155906	Q9NWS8
ENSG00000155970	Q86XE3
ENSG00000156026	Q8NE86
ENSG00000156113	Q12791
ENSG00000156170	Q330K2
ENSG00000156398	Q96NB2
ENSG00000156411	P56378
ENSG00000156467	P14927
ENSG00000156469	Q96E29
ENSG00000156482	P62888
ENSG00000156502	Q8IYB8
ENSG00000156510	Q2TB90
ENSG00000156515	P19367
ENSG00000156709	O95831
ENSG00000156885	Q02221
ENSG00000156928	Q96EH3
ENSG00000156958	Q01415
ENSG00000156990	Q6P087
ENSG00000157036	Q9Y2C4
ENSG00000157184	P23786
ENSG00000157326	Q9BTZ2
ENSG00000157379	Q96LJ7
ENSG00000158042	Q9NRX2
ENSG00000158402	P30307
ENSG00000158578	P22557
ENSG00000158792	Q8IUW3
ENSG00000158793	Q86X76
ENSG00000158828	Q9BXM7
ENSG00000158864	O75306
ENSG00000158882	Q969M1
ENSG00000159111	Q7Z7H8
ENSG00000159199	P05496
ENSG00000159348	Q9UHQ9
ENSG00000159374	Q8TC57
ENSG00000159399	P52789
ENSG00000159423	P30038
ENSG00000159445	Q5T1C6
ENSG00000159596	Q5SWH9
ENSG00000159685	Q9BRQ6
ENSG00000160072	Q5T9A4
